topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name
T10459,Sexual function and dysfunction studies,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences
T10383,"Language, Discourse, Communication Strategies",1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences
T10764,Privacy-Preserving Technologies in Data,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T10862,AI in cancer detection,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T12098,Rural development and sustainability,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences
T11301,Advanced Surface Polishing Techniques,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12449,Spacecraft Design and Technology,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T12545,Global Education and Multiculturalism,3304,Education,33,Social Sciences,2,Social Sciences
T10387,Fatty Acid Research and Health,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T10281,Advanced Battery Materials and Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T11361,Digital Radiography and Breast Imaging,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T11326,Stock Market Forecasting Methods,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
T11369,Genetic factors in colorectal cancer,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T11586,Congenital Diaphragmatic Hernia Studies,2746,Surgery,27,Medicine,4,Health Sciences
T10539,Sustainable Supply Chain Management,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences
T13136,Community-based Tourism Development and Sustainability,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11259,Agriculture Sustainability and Environmental Impact,2303,Ecology,23,Environmental Science,3,Physical Sciences
T11343,Power Transformer Diagnostics and Insulation,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10716,Soil and Unsaturated Flow,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T10838,Animal Behavior and Welfare Studies,3404,Small Animals,34,Veterinary,4,Health Sciences
T11792,Pharmaceutical Economics and Policy,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T11432,Gender Politics and Representation,3318,Gender Studies,33,Social Sciences,2,Social Sciences
T12388,Identification and Quantification in Food,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11684,Vibrio bacteria research studies,1310,Endocrinology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13882,Research studies in Vietnam,2303,Ecology,23,Environmental Science,3,Physical Sciences
T11446,Mobile Health and mHealth Applications,3600,General Health Professions,36,Health Professions,4,Health Sciences
T10374,Advanced Graph Theory Research,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T10373,Renal Transplantation Outcomes and Treatments,2747,Transplantation,27,Medicine,4,Health Sciences
T11095,Emergency and Acute Care Studies,2711,Emergency Medicine,27,Medicine,4,Health Sciences
T10606,Kidney Stones and Urolithiasis Treatments,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T11547,Sesquiterpenes and Asteraceae Studies,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10014,Plant Stress Responses and Tolerance,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T10334,"Hearing, Cochlea, Tinnitus, Genetics",2809,Sensory Systems,28,Neuroscience,1,Life Sciences
T10326,Indoor and Outdoor Localization Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10366,Discourse Analysis in Language Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T10481,Computer Graphics and Visualization Techniques,1704,Computer Graphics and Computer-Aided Design,17,Computer Science,3,Physical Sciences
T10350,Electronic Health Records Systems,3605,Health Information Management,36,Health Professions,4,Health Sciences
T10288,Fractional Differential Equations Solutions,2611,Modeling and Simulation,26,Mathematics,3,Physical Sciences
T10339,Advanced Numerical Methods in Computational Mathematics,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T10846,Photonic Crystal and Fiber Optics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10319,"Conservation, Biodiversity, and Resource Management",2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences
T10412,Microfluidic and Capillary Electrophoresis Applications,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T10424,Electric Power System Optimization,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12073,Isotope Analysis in Ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences
T14197,Historical Studies of Medieval Iberia,1204,Archeology,12,Arts and Humanities,2,Social Sciences
T13392,History of Education in Spain,1202,History,12,Arts and Humanities,2,Social Sciences
T11232,Urinary Tract Infections Management,2713,Epidemiology,27,Medicine,4,Health Sciences
T11176,Radiation Therapy and Dosimetry,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T13051,Qualitative Comparative Analysis Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11385,Natural product bioactivities and synthesis,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10773,Extracellular vesicles in disease,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12590,STEM Education,3304,Education,33,Social Sciences,2,Social Sciences
T10013,Asymmetric Synthesis and Catalysis,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T12817,Pharmacological Effects of Natural Compounds,3004,Pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences
T10533,Teaching and Learning Programming,1706,Computer Science Applications,17,Computer Science,3,Physical Sciences
T10525,Human-Automation Interaction and Safety,3207,Social Psychology,32,Psychology,2,Social Sciences
T10011,"Literature: history, themes, analysis",1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T11734,Decision Support System Applications,1404,Management Information Systems,14,"Business, Management and Accounting",2,Social Sciences
T10187,Radio Frequency Integrated Circuit Design,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10356,Orthodontics and Dentofacial Orthopedics,3505,Orthodontics,35,Dentistry,4,Health Sciences
T10131,Gold and Silver Nanoparticles Synthesis and Applications,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences
T11041,Ubiquitin and proteasome pathways,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12257,Bioactive natural compounds,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13256,Archaeology and Rock Art Studies,3302,Archeology,33,Social Sciences,2,Social Sciences
T10178,Cancer survivorship and care,2730,Oncology,27,Medicine,4,Health Sciences
T13614,Social and Economic Solidarity,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13002,Southeast Asian Sociopolitical Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12803,Cinema History and Criticism,1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences
T13844,Higher Education Learning Practices,3304,Education,33,Social Sciences,2,Social Sciences
T12786,Innovation and Socioeconomic Development,1403,Business and International Management,14,"Business, Management and Accounting",2,Social Sciences
T12003,Bioenergy crop production and management,1102,Agronomy and Crop Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11037,Fungal Infections and Studies,2713,Epidemiology,27,Medicine,4,Health Sciences
T10674,School Choice and Performance,3304,Education,33,Social Sciences,2,Social Sciences
T12834,Flowering Plant Growth and Cultivation,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T10905,Solar Thermal and Photovoltaic Systems,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences
T13747,Sociopolitical Dynamics in Russia,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11838,"Crime, Illicit Activities, and Governance",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11334,Psychosomatic Disorders and Their Treatments,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences
T10053,International Relations and Foreign Policy,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11083,Cardiac Health and Mental Health,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T10455,Foot and Ankle Surgery,2732,Orthopedics and Sports Medicine,27,Medicine,4,Health Sciences
T12956,Asian Geopolitics and Ethnography,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11222,Magnetic Properties and Applications,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences
T10746,Platelet Disorders and Treatments,2720,Hematology,27,Medicine,4,Health Sciences
T13374,Hematological disorders and diagnostics,2711,Emergency Medicine,27,Medicine,4,Health Sciences
T12005,Spaceflight effects on biology,2737,Physiology,27,Medicine,4,Health Sciences
T11381,Infectious Diseases and Tuberculosis,2746,Surgery,27,Medicine,4,Health Sciences
T10422,Angiogenesis and VEGF in Cancer,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10114,"Balance, Gait, and Falls Prevention",3612,"Physical Therapy, Sports Therapy and Rehabilitation",36,Health Professions,4,Health Sciences
T10824,Image Retrieval and Classification Techniques,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T12501,Digital Economy and Work Transformation,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11163,Organ Donation and Transplantation,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T10623,Thin-Film Transistor Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10975,Bone Tumor Diagnosis and Treatments,2745,Rheumatology,27,Medicine,4,Health Sciences
T13106,"Neuroscience, Education and Cognitive Function",2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T14437,Ethics and Legal Issues in Pediatric Healthcare,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences
T14357,"Architecture, Design, and Social History",1206,Conservation,12,Arts and Humanities,2,Social Sciences
T12847,Healthcare Systems and Challenges,3600,General Health Professions,36,Health Professions,4,Health Sciences
T10648,Virtual Reality Applications and Impacts,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences
T10046,Stability and Control of Uncertain Systems,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T11396,Artificial Intelligence in Healthcare,3605,Health Information Management,36,Health Professions,4,Health Sciences
T11854,Laser-induced spectroscopy and plasma,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences
T14334,HIV/AIDS Impact and Responses,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T11764,Evolution and Genetic Dynamics,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13946,Musculoskeletal Disorders and Rehabilitation,2742,Rehabilitation,27,Medicine,4,Health Sciences
T14052,Galician and Iberian cultural studies,3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences
T13564,Education and Public Policy,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T10802,Judicial and Constitutional Studies,3308,Law,33,Social Sciences,2,Social Sciences
T13120,Nuclear Issues and Defense,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T10345,Hematopoietic Stem Cell Transplantation,2720,Hematology,27,Medicine,4,Health Sciences
T14444,Power Systems and Renewable Energy,2102,Energy Engineering and Power Technology,21,Energy,3,Physical Sciences
T11174,Pediatric Urology and Nephrology Studies,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences
T11727,Advanced Algebra and Logic,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T11288,Clostridium difficile and Clostridium perfringens research,2725,Infectious Diseases,27,Medicine,4,Health Sciences
T12701,Biological Control of Invasive Species,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences
T10897,Antibiotic Use and Resistance,2402,Applied Microbiology and Biotechnology,24,Immunology and Microbiology,1,Life Sciences
T12124,Engineering Education and Curriculum Development,2214,Media Technology,22,Engineering,3,Physical Sciences
T10297,Philosophical Ethics and Theory,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T11324,Spectroscopy Techniques in Biomedical and Chemical Research,1304,Biophysics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11281,Asymmetric Hydrogenation and Catalysis,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences
T10984,Sinusitis and nasal conditions,2733,Otorhinolaryngology,27,Medicine,4,Health Sciences
T11226,Milk Quality and Mastitis in Dairy Cows,1102,Agronomy and Crop Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13388,Rangeland and Wildlife Management,2303,Ecology,23,Environmental Science,3,Physical Sciences
T10467,Psychometric Methodologies and Testing,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
